transaction_amount,transaction_frequency,account_age,location_change,hour_of_day,distance_from_home_km,num_declines_last_hour,merchant_risk_score,is_online,fraud
130.57,3,3124.0,0,14,61.2,0,0.121,1,0
78.58,3,1071.4,0,11,56.99,0,0.184,0,0
54.84,3,182.7,0,12,3.99,1,0.285,1,0
200.37,3,401.8,0,8,1.03,1,0.0,1,0
120.71,5,455.9,1,18,30.65,0,0.35,0,0
49.14,4,1388.3,0,17,32.9,0,0.168,0,0
14.63,4,14.7,0,4,16.76,1,0.488,0,0
192.36,1,17.5,1,11,18.01,2,0.78,1,1
0.61,2,1427.6,0,16,16.02,0,0.302,1,0
268.94,1,1843.5,0,9,32.27,0,0.099,1,0
36.26,2,1356.9,0,13,12.65,0,0.0,1,0
119.95,3,995.2,0,21,13.69,0,0.309,1,0
85.41,1,192.6,0,5,40.81,0,0.394,0,0
169.72,4,1233.1,0,18,81.42,1,0.479,1,0
73.94,1,870.0,0,0,43.43,0,0.222,0,0
45.81,3,434.6,1,21,66.59,0,0.699,1,0
438.51,0,30.0,1,21,42.7,1,0.781,0,1
61.2,4,476.0,0,15,12.63,0,0.196,0,0
22.0,2,1502.3,0,15,31.27,1,0.597,0,0
136.61,2,1782.7,0,0,33.05,0,0.039,0,0
15.47,2,721.4,0,16,58.04,0,0.335,0,0
118.02,5,459.0,0,16,86.76,0,0.395,0,0
201.89,7,268.4,0,16,13.11,1,0.0,1,0
123.81,3,687.3,0,19,47.9,1,0.381,0,0
16.83,4,846.2,0,21,7.6,0,0.584,0,0
20.86,3,532.1,0,5,6.98,0,0.25,1,0
69.38,4,1087.1,0,10,3.1,0,0.425,1,0
87.75,3,410.0,0,13,33.84,1,0.39,0,0
16.54,1,142.0,0,23,48.37,0,0.783,1,0
115.08,2,45.3,0,17,105.88,0,0.0,0,0
148.59,2,213.0,0,21,61.85,0,0.231,1,0
121.97,4,349.3,0,9,73.13,0,0.329,1,0
9.48,3,1332.9,0,3,35.93,0,0.396,1,0
95.81,4,1315.6,0,22,29.2,0,0.604,0,0
28.72,6,126.9,0,15,6.21,0,0.0,1,0
93.87,4,543.4,0,17,2.3,0,0.342,0,0
168.09,5,26.4,0,11,9.17,0,0.401,0,0
174.24,9,390.5,0,23,19.53,0,0.245,0,0
80.38,4,25.8,0,13,29.01,2,0.18,1,0
96.25,1,351.7,0,10,3.8,0,0.285,1,0
54.08,2,980.4,0,5,,0,0.273,1,0
80.36,4,3374.5,0,2,3.31,0,0.177,0,0
79.09,5,17.1,0,19,46.25,0,0.231,1,0
151.76,2,1462.6,0,5,20.07,1,0.193,1,0
30.93,0,220.9,0,7,27.7,0,0.376,1,0
118.34,9,679.7,0,0,,0,0.534,0,0
43.56,4,7.0,0,11,60.91,1,0.36,0,0
16.22,2,526.3,0,21,17.98,0,0.597,0,0
26.18,7,172.9,0,23,1.16,0,0.339,1,0
44.07,5,1114.4,0,18,66.27,0,0.041,1,0
121.16,4,1164.8,0,20,38.66,0,0.262,0,0
69.32,3,874.0,0,1,19.23,0,0.631,1,0
110.16,2,871.8,0,12,21.51,0,0.052,0,0
82.41,0,535.8,0,21,0.89,0,0.255,0,0
51.55,5,979.5,0,20,48.91,0,0.272,0,0
15.93,7,1698.8,0,8,42.6,0,0.016,0,0
13.56,6,621.2,0,6,45.95,0,0.309,1,0
232.05,0,1115.0,0,14,40.07,1,0.33,1,1
27.16,3,1101.9,0,9,53.8,0,0.143,1,0
19.32,7,360.4,0,23,36.04,0,0.0,0,0
76.01,3,1621.5,0,10,5.84,0,0.161,0,0
25.28,2,525.8,0,3,19.25,0,0.659,0,0
95.49,5,79.1,0,1,,0,0.37,0,0
8.58,7,616.5,0,14,14.74,0,0.391,0,0
27.49,4,116.6,0,5,15.96,0,0.161,1,0
74.07,2,1482.8,0,18,5.46,0,0.078,0,0
54.72,0,201.1,0,2,,0,0.437,1,0
55.09,4,159.6,0,0,2.57,0,0.603,1,0
116.18,2,145.2,0,23,13.61,1,0.402,1,0
17.91,4,597.9,0,20,34.73,0,0.127,0,0
362.61,3,499.5,1,6,174.05,0,0.636,1,1
158.86,2,676.6,1,6,167.81,0,0.491,1,1
15.03,2,584.5,0,4,38.15,0,0.258,0,0
52.04,2,1617.3,0,7,1.28,0,0.165,0,0
126.21,5,456.1,0,12,20.98,0,0.125,1,0
142.32,5,51.6,0,22,13.77,1,0.731,0,0
110.82,4,1110.1,0,10,27.07,1,0.432,1,0
53.16,3,163.1,0,19,3.8,0,0.633,0,0
74.16,4,140.9,0,10,8.37,0,0.535,1,0
165.77,7,912.7,0,18,3.68,0,0.066,0,0
87.21,2,228.6,0,21,30.73,0,0.0,1,0
145.7,5,612.8,1,8,50.89,0,0.389,1,0
366.99,2,176.4,0,7,98.67,0,0.503,1,1
62.12,2,781.1,0,10,36.28,0,0.199,0,0
62.05,3,2956.1,0,6,42.73,0,0.453,0,0
200.85,6,34.3,0,3,16.13,0,0.763,1,0
192.1,5,1395.9,0,6,35.34,0,0.246,0,0
354.69,5,126.4,1,19,118.5,1,0.424,1,1
5.53,2,35.8,0,18,40.61,0,0.422,1,0
10.58,3,654.9,1,21,35.41,0,0.301,0,0
65.94,5,281.6,0,0,75.89,0,0.221,0,0
149.33,1,494.6,0,23,103.24,3,0.856,1,1
49.6,5,1013.9,0,22,25.38,0,0.0,0,0
0.05,4,1065.1,0,20,46.76,0,0.523,1,1
169.16,1,1102.1,1,22,77.69,0,0.353,1,1
127.62,3,987.0,0,19,2.62,0,0.156,0,0
104.52,6,299.4,0,4,49.38,0,0.543,0,0
83.33,3,70.6,0,7,8.1,0,0.654,1,0
157.7,5,572.7,0,22,17.02,0,0.174,1,0
130.22,1,175.6,0,3,9.83,0,0.329,1,0
22.39,3,307.0,0,18,8.21,0,0.0,1,0
27.8,5,363.6,0,2,183.8,0,0.144,1,0
140.75,2,189.9,1,16,1.59,0,0.768,0,1
106.03,5,155.7,0,23,9.35,0,0.495,0,0
239.93,5,362.7,1,18,334.89,1,0.54,0,1
60.09,3,1760.4,1,16,34.06,0,0.053,0,0
144.5,3,1385.7,0,10,16.68,0,0.158,0,0
85.55,5,2142.2,0,5,14.36,0,0.246,0,0
13.06,4,546.4,0,14,21.58,0,0.247,0,0
19.91,1,1903.6,0,12,6.68,0,0.0,0,0
72.19,3,273.3,0,7,70.09,1,0.319,1,0
213.18,5,1119.5,0,23,9.7,0,0.459,0,0
108.48,4,1492.6,0,6,54.6,0,0.605,1,0
143.71,3,213.0,0,6,77.27,0,0.0,0,0
165.56,3,121.2,0,8,21.27,1,0.0,0,0
39.34,4,189.9,0,17,52.43,1,0.324,0,0
6.5,3,80.6,0,18,73.65,1,0.0,1,0
90.38,4,959.2,0,3,54.59,0,0.099,1,0
134.21,3,602.2,0,23,61.37,0,0.201,0,0
76.94,4,602.7,0,9,28.17,2,0.522,0,0
115.0,6,821.7,0,12,67.93,0,0.67,1,0
152.12,4,690.0,0,19,11.66,0,0.223,1,0
144.81,4,151.4,0,7,17.17,0,0.429,0,0
18.96,5,106.9,1,22,72.35,0,0.0,0,0
21.52,3,329.1,0,1,25.09,0,0.133,0,0
28.62,3,180.5,0,12,99.01,0,0.514,0,0
30.71,3,564.1,0,2,24.88,0,0.017,0,0
22.02,0,740.1,0,11,17.04,2,0.255,0,0
152.49,3,313.2,0,6,2.04,0,0.235,0,0
12.22,6,1297.1,0,13,47.21,0,0.359,1,0
54.66,1,237.1,1,23,61.93,0,0.455,1,0
135.84,3,159.9,0,2,38.56,0,0.139,1,0
25.78,4,33.6,0,8,3.91,0,0.456,1,0
162.13,1,913.7,0,21,19.41,0,0.282,1,0
61.36,4,1117.9,0,0,42.04,0,0.224,1,0
40.66,0,118.1,0,2,51.77,0,0.405,1,0
9.85,6,1535.5,0,19,9.75,1,0.305,1,0
199.72,2,803.0,0,12,138.7,0,0.387,1,1
2.25,2,201.2,0,15,18.6,0,0.0,0,0
133.56,5,160.4,0,8,23.49,0,0.485,0,0
50.65,4,2503.7,0,8,88.01,0,0.014,0,0
83.09,1,494.0,1,9,89.64,0,0.474,1,0
82.88,5,846.5,1,10,35.22,0,0.6,1,0
27.26,2,1488.1,0,9,61.01,0,0.225,0,0
178.28,1,3912.6,0,17,49.49,0,0.425,0,0
53.16,1,815.2,0,1,45.83,0,0.461,1,0
52.42,2,2373.5,0,10,33.89,0,0.487,1,0
21.89,6,213.9,0,5,56.54,0,0.402,1,0
5.86,4,593.7,0,14,21.92,0,0.325,0,0
210.44,5,366.8,0,16,20.85,0,0.272,1,0
76.75,2,413.9,0,4,70.13,2,0.488,0,0
58.55,5,383.5,0,18,4.05,0,0.187,1,0
118.48,7,764.5,1,13,39.0,0,0.0,0,0
72.78,4,333.5,0,1,6.31,0,0.487,0,0
4.63,5,514.6,0,13,56.16,0,0.549,0,0
22.91,5,216.0,0,10,40.32,0,0.097,1,0
27.12,5,69.1,0,12,25.42,0,0.187,0,0
71.12,7,500.9,0,6,5.68,0,0.765,0,0
101.54,2,136.3,0,9,1.04,3,0.822,1,1
46.4,5,762.9,0,6,40.77,1,0.0,0,0
108.95,2,3492.2,0,17,24.84,0,0.238,0,0
41.89,5,1215.9,0,22,81.36,2,0.652,1,0
92.93,4,1191.5,0,16,7.44,0,0.484,0,0
42.57,4,35.2,0,18,32.28,2,0.467,0,0
32.37,9,536.0,0,17,28.11,0,0.624,0,0
44.01,4,261.7,0,19,54.4,1,0.431,1,1
8.59,2,724.7,0,2,69.19,0,0.0,0,0
50.65,3,172.5,0,16,34.06,0,0.268,0,0
14.3,5,352.2,0,1,14.5,0,0.416,1,0
121.7,3,439.4,0,15,,1,0.664,0,0
33.85,4,441.7,0,5,6.28,0,0.412,1,0
70.56,4,182.1,0,5,56.03,0,0.198,1,0
18.85,4,457.0,0,23,7.7,0,0.149,1,0
96.0,4,93.6,0,1,36.71,0,0.0,1,0
87.2,3,146.2,0,10,5.04,1,0.642,1,0
84.67,4,1603.5,0,17,26.19,0,0.0,0,0
83.33,5,2367.4,0,10,59.51,0,0.0,0,0
137.05,4,24.2,0,0,19.0,0,0.266,0,0
166.21,3,116.6,1,13,2.16,1,0.3,1,1
8.4,1,296.6,0,13,43.66,0,0.034,0,0
78.6,3,643.2,0,20,77.57,0,0.197,1,0
221.1,0,219.0,0,20,117.35,1,0.676,1,1
167.72,3,110.6,0,17,31.44,0,0.413,0,0
180.23,4,185.8,1,13,19.54,0,0.354,0,0
100.31,5,329.0,0,19,30.15,0,0.0,0,0
83.15,4,159.4,1,3,9.67,0,0.287,0,0
54.47,1,1206.1,0,5,44.23,1,0.0,1,0
194.33,1,1002.2,0,13,59.62,0,0.0,0,0
26.57,5,59.8,0,9,52.33,0,0.141,0,0
67.76,4,339.4,0,20,78.13,0,0.248,0,0
46.74,1,745.4,0,22,18.2,0,0.411,0,0
5.52,6,117.0,0,6,26.88,0,0.258,1,0
74.11,4,467.3,0,3,36.01,1,0.34,0,0
27.89,0,251.8,0,7,18.89,1,0.357,1,0
134.66,3,6.4,1,3,47.5,0,0.348,0,0
3.84,5,817.5,1,19,51.24,1,0.108,1,0
96.87,6,109.9,0,2,65.35,0,0.0,0,0
118.42,10,234.3,0,9,23.78,1,0.24,1,0
0.66,2,1498.4,0,18,72.68,1,0.614,0,0
19.22,3,44.6,0,1,9.67,1,0.136,0,0
67.13,6,133.4,0,21,68.56,0,0.548,1,0
55.07,4,250.6,0,6,58.47,0,0.501,1,0
80.54,2,24.7,0,22,135.02,1,0.183,0,1
81.53,4,547.2,0,13,6.04,1,0.0,0,0
39.28,4,504.2,0,8,35.93,1,0.232,1,0
12.72,3,413.9,0,20,13.5,0,0.102,1,0
107.99,5,1558.7,0,3,15.48,0,0.516,0,0
89.42,7,245.2,0,15,3.66,0,0.257,0,0
155.32,4,2343.3,0,10,7.84,1,0.051,0,0
88.74,2,1016.4,0,6,62.25,0,0.23,1,0
0.9,2,591.4,1,10,12.44,0,0.606,1,0
95.46,4,1114.9,0,11,97.78,0,0.232,0,0
17.76,3,600.4,0,13,34.01,0,0.125,1,0
104.41,2,276.0,0,3,28.16,0,0.0,1,0
109.41,7,1000.5,0,4,59.55,0,0.198,1,0
248.03,3,185.8,0,12,104.93,0,0.515,0,0
122.87,7,1.0,0,2,32.74,0,0.266,0,0
128.26,4,664.9,0,4,27.34,0,0.115,1,0
490.64,1,228.8,0,14,69.04,1,0.611,0,1
115.5,8,111.1,0,10,13.43,0,0.493,0,0
336.71,3,20.2,0,1,22.37,0,0.366,0,1
78.85,3,237.8,0,18,8.08,1,0.301,1,0
102.47,5,3944.3,1,12,19.68,0,0.124,0,0
63.49,4,1313.3,1,14,12.88,0,0.123,1,0
132.68,4,1395.3,0,11,16.8,1,0.0,1,0
145.62,5,1714.1,0,14,37.63,0,0.0,0,0
109.48,4,311.8,1,5,56.08,0,0.699,0,0
148.7,2,234.2,0,17,0.9,0,0.074,0,0
57.85,1,451.0,0,6,51.76,0,0.172,0,0
138.31,1,250.2,0,6,4.21,1,0.355,1,0
116.24,4,340.8,1,17,18.06,0,0.071,0,0
108.3,5,299.7,0,9,16.92,0,0.669,0,0
144.07,1,36.7,0,15,14.56,1,0.002,1,0
78.82,3,505.7,0,12,7.04,0,0.476,0,0
76.03,3,1724.9,0,3,34.63,0,0.0,0,0
69.43,7,220.5,0,9,9.51,0,0.738,0,0
83.15,3,234.4,0,8,9.35,0,0.131,1,0
51.05,7,248.9,0,13,17.8,0,0.304,0,0
87.16,3,687.4,0,11,7.66,1,0.557,0,0
83.49,5,39.3,0,22,13.02,0,0.355,0,0
55.63,1,710.1,0,19,7.38,0,0.209,1,0
147.26,3,813.1,0,16,57.23,1,0.453,0,0
65.89,5,57.1,0,13,10.06,1,0.164,1,0
22.61,1,177.2,0,10,16.24,0,0.0,0,0
156.62,4,60.0,0,13,1.57,0,0.57,1,0
263.45,2,1091.4,0,11,4.5,1,1.0,1,1
307.53,0,48.0,1,21,79.23,1,0.636,1,1
96.47,2,1078.7,0,8,43.92,0,0.414,0,0
11.51,2,745.6,0,15,73.44,0,0.371,1,0
30.76,3,28.8,0,21,48.93,0,0.087,0,0
35.82,3,1449.6,0,13,19.11,1,0.462,1,0
10.99,4,64.1,0,4,6.79,1,0.485,1,0
6.05,1,1763.4,0,0,22.62,0,0.154,0,0
12.56,4,285.9,0,17,4.94,0,0.469,1,0
167.3,5,7.2,0,15,20.67,0,0.2,0,0
20.59,5,134.3,0,15,36.08,1,0.0,0,0
38.61,5,1010.1,0,7,2.62,0,0.119,0,0
99.38,5,986.9,0,3,50.87,0,0.251,1,0
136.43,3,870.8,0,5,11.51,0,0.221,0,0
135.34,2,283.2,0,3,22.41,0,0.596,0,0
41.56,2,2535.6,0,9,37.77,0,0.446,0,0
774.3,4,270.4,0,6,275.58,0,0.474,1,1
14.08,4,695.6,0,11,17.23,0,0.054,1,0
179.96,3,1664.4,1,6,28.81,1,0.111,0,0
66.88,7,199.9,0,17,17.72,0,0.025,1,0
95.32,8,1487.7,0,4,66.1,0,0.306,1,0
116.08,5,248.4,0,8,34.7,0,0.022,0,0
80.87,2,290.3,0,10,7.47,0,0.126,0,0
73.82,1,162.5,0,1,24.58,0,0.185,0,0
13.09,2,1429.4,0,20,33.67,0,0.334,1,0
117.86,4,359.9,0,0,2.6,0,0.557,0,0
179.63,0,2730.6,0,9,50.36,0,0.476,1,0
102.22,3,1162.4,0,3,6.33,0,0.751,0,0
107.23,2,132.8,0,3,75.09,0,0.205,0,0
68.0,5,67.2,0,22,40.74,0,0.403,0,0
124.08,0,1788.1,0,4,114.29,0,0.343,0,0
84.93,1,191.4,0,23,33.81,0,0.023,0,0
88.86,3,313.8,0,20,28.35,0,0.336,0,0
73.53,6,849.6,0,3,33.36,0,0.218,1,0
20.14,1,518.2,0,21,46.36,1,0.511,0,0
8.99,1,27.6,0,2,45.71,0,0.583,0,0
67.54,0,907.2,0,22,29.32,0,0.146,0,0
18.33,4,103.0,0,12,27.89,0,0.061,1,0
27.72,1,613.6,0,18,7.9,0,0.206,1,0
83.0,2,299.6,0,23,45.52,1,0.237,0,0
46.39,1,604.3,0,6,24.09,0,0.157,1,0
143.84,3,318.7,1,5,35.77,0,0.615,1,0
17.58,1,2386.6,0,8,4.57,0,0.857,0,0
2.09,6,722.3,0,23,46.13,0,0.37,1,0
54.56,3,882.5,0,20,77.12,0,0.068,0,0
153.55,3,749.8,0,6,38.17,0,0.685,1,0
0.7,3,415.9,0,0,0.87,0,0.725,1,0
57.5,5,1232.0,0,6,106.1,0,0.166,0,0
63.42,2,203.4,0,17,36.77,0,0.177,0,0
41.93,1,378.7,0,0,266.02,1,0.589,1,1
26.17,2,318.3,0,7,23.75,0,0.178,0,0
167.43,1,4756.3,0,1,28.87,0,0.006,0,0
0.08,5,331.9,0,11,7.83,1,0.0,0,0
205.67,1,691.4,0,18,38.51,0,0.654,0,0
115.93,5,1143.5,0,19,14.75,0,0.231,0,0
25.37,5,16.4,0,3,27.88,1,0.221,0,0
153.49,3,84.6,1,9,,0,0.059,0,0
34.84,1,535.5,0,23,41.37,1,0.0,0,0
120.45,4,2340.1,0,0,24.21,1,0.219,1,0
163.37,5,437.7,0,5,14.69,0,0.963,1,0
263.08,2,1010.1,0,7,22.25,1,0.293,0,0
119.01,1,1299.9,0,19,1.9,0,0.122,0,0
60.78,1,991.4,0,7,44.38,0,0.248,0,0
49.99,7,1049.8,0,15,4.03,0,0.32,1,0
0.89,0,21.5,0,10,71.55,0,0.317,0,0
57.42,2,1969.0,0,10,18.04,0,0.157,1,0
87.06,4,1666.1,0,19,3.08,0,0.193,0,0
59.56,4,1008.7,0,9,49.66,0,0.268,1,0
69.36,2,113.9,0,10,20.73,1,0.0,0,0
187.92,4,95.4,0,3,158.9,0,0.794,1,1
9.27,2,189.7,0,20,25.48,0,0.258,1,0
87.72,3,1377.4,0,17,24.59,0,0.265,0,0
94.12,6,551.0,1,23,4.4,0,0.043,0,0
133.89,4,1191.2,1,6,19.63,0,0.101,0,0
128.68,2,641.7,0,10,64.46,0,0.199,1,0
129.0,4,263.7,1,19,14.35,0,0.012,1,0
15.88,6,13.2,0,13,43.15,0,0.138,1,0
58.9,4,5.1,0,19,14.96,0,0.266,1,0
16.05,2,1261.3,0,10,66.75,1,0.306,0,0
156.96,1,1860.1,0,8,23.02,0,0.045,0,0
15.78,7,2212.9,0,11,5.03,0,0.505,0,0
178.29,0,716.4,0,7,42.04,0,0.528,1,0
76.01,3,176.2,1,23,0.17,0,0.338,1,0
170.49,4,1069.0,0,9,0.66,1,0.633,0,0
42.71,3,728.1,0,16,6.64,0,0.202,1,0
20.21,3,684.4,0,6,18.25,0,0.178,0,0
77.19,3,1457.9,0,16,21.05,1,0.294,0,0
57.27,5,70.5,1,11,40.83,0,0.262,0,0
153.78,3,729.2,0,1,25.4,0,0.214,1,0
63.15,3,106.2,1,23,4.27,0,0.357,0,0
179.87,6,476.2,0,22,11.74,1,0.107,1,0
53.52,4,359.6,0,15,67.19,0,0.074,1,0
17.21,2,594.7,0,4,9.15,0,0.32,1,0
7.68,1,895.9,0,19,4.44,0,0.312,0,0
107.99,6,301.2,0,9,2.32,0,0.548,0,0
164.93,3,1401.8,0,16,72.73,0,0.121,0,0
88.2,4,776.8,0,21,,0,0.977,0,0
139.26,4,691.2,0,18,16.62,0,0.483,0,0
34.48,4,392.7,1,7,1.4,0,0.013,0,0
162.93,2,1121.0,0,12,1.14,0,0.588,1,0
139.35,5,646.5,1,1,47.67,0,0.507,0,0
2.1,6,117.5,0,10,0.54,2,0.0,1,0
162.09,2,939.5,0,0,14.22,0,0.071,1,0
62.36,3,219.5,1,7,4.75,0,0.235,0,0
30.71,2,483.8,0,22,7.4,0,0.596,1,0
76.11,3,118.5,0,7,62.94,0,0.257,0,0
57.57,2,690.2,0,1,65.57,0,0.291,1,0
14.64,2,430.9,1,2,116.99,1,0.303,1,1
81.76,2,73.7,0,17,15.51,0,0.442,0,0
502.98,5,270.7,1,23,114.82,0,0.347,0,1
79.34,8,531.7,0,5,28.21,0,0.237,1,0
77.44,6,96.9,0,6,58.87,1,0.415,0,0
101.17,3,188.6,0,22,5.0,1,0.052,1,0
50.62,5,966.6,0,22,21.36,0,0.142,0,0
382.59,3,366.9,0,23,147.45,2,0.437,0,1
55.12,3,231.7,0,8,45.67,0,0.0,0,0
30.66,3,431.5,0,16,,0,0.32,0,0
19.91,3,101.1,0,22,36.17,0,0.83,0,0
168.91,5,117.1,0,12,27.01,0,0.145,0,0
91.91,3,36.4,0,10,75.47,0,0.071,0,0
10.03,5,649.0,0,11,16.94,0,0.284,0,0
39.28,4,1584.5,0,9,7.42,0,0.085,1,0
6.28,3,1281.9,0,21,52.39,2,0.532,0,0
43.18,6,136.9,0,13,52.6,1,0.036,0,0
285.24,4,73.7,0,13,133.42,1,0.518,1,1
345.15,1,73.4,1,1,25.28,0,0.558,1,1
19.01,3,604.4,0,19,26.1,0,0.815,0,0
66.1,1,7.8,0,15,15.39,0,0.48,0,0
134.23,5,283.4,0,22,60.19,1,0.188,0,0
98.09,5,1353.3,0,18,41.78,0,0.639,1,0
104.97,2,1313.6,0,10,40.77,0,0.294,0,0
35.43,2,702.1,0,0,49.87,1,0.608,1,0
10.53,4,820.6,0,4,36.05,0,0.153,1,0
105.78,5,527.2,0,3,22.9,0,0.139,0,0
87.35,3,320.1,0,10,52.93,1,0.247,0,0
162.58,4,423.7,0,7,3.82,0,0.398,1,0
59.97,4,422.7,1,7,75.61,1,0.288,1,0
38.42,2,230.5,0,16,276.79,0,0.918,1,1
47.63,1,523.1,1,6,13.76,1,0.334,0,0
140.22,2,10.4,0,13,40.69,0,0.436,0,0
54.43,3,87.8,0,4,17.59,0,0.0,0,0
121.92,3,2441.3,0,21,29.3,0,0.521,1,0
66.37,5,339.6,0,3,36.62,0,0.297,1,0
12.07,5,818.7,0,8,8.78,0,0.0,0,0
58.21,4,47.9,0,21,51.25,1,0.0,1,0
0.76,7,442.2,0,18,33.5,0,0.218,0,0
84.29,4,1010.9,0,18,10.27,0,0.0,1,0
60.32,1,539.6,0,10,53.88,0,0.674,0,0
145.58,5,444.2,0,19,5.49,0,0.163,0,0
91.79,8,41.3,0,23,43.64,0,0.422,0,0
605.21,1,437.4,0,5,137.03,0,0.631,0,1
203.81,1,224.7,1,21,30.78,0,0.341,1,1
123.09,3,2391.9,0,9,38.66,0,0.727,0,0
206.55,6,2389.2,0,11,17.2,0,0.134,0,0
125.93,5,238.9,0,5,23.93,0,0.426,0,0
20.73,3,562.6,1,6,69.08,0,0.245,1,0
19.4,1,27.6,0,5,46.76,0,0.485,1,0
119.17,3,297.0,0,4,14.86,0,0.117,0,0
78.02,1,1307.3,0,15,23.88,0,0.208,0,0
46.68,4,1513.9,0,19,25.81,0,0.0,1,0
61.3,1,3198.5,0,8,81.85,0,0.236,0,0
15.2,4,161.9,0,23,44.83,2,0.0,0,0
103.39,4,822.6,0,12,19.86,0,0.22,1,0
78.97,3,1709.7,0,5,51.93,0,0.368,0,0
132.69,6,323.3,0,1,100.76,0,0.369,0,0
111.98,2,108.0,0,6,194.33,1,0.856,0,1
4.92,2,720.8,0,16,0.26,0,0.78,1,0
67.4,3,392.4,0,2,82.53,0,0.0,0,0
3.88,5,733.7,0,21,32.32,0,0.414,1,0
48.06,1,1423.0,0,23,17.82,0,0.483,1,0
60.83,4,463.1,0,1,23.91,0,0.168,1,0
174.12,6,165.1,0,7,3.33,1,0.256,0,0
89.89,4,2898.2,0,11,6.91,1,0.226,0,0
313.94,2,622.6,1,8,183.78,0,0.566,1,1
444.71,1,181.1,0,3,249.38,1,0.569,1,1
50.65,5,149.9,0,2,24.82,1,0.576,0,0
41.81,4,250.5,0,16,14.77,0,0.209,0,0
68.54,6,201.3,0,23,10.15,0,0.11,0,0
36.25,3,111.8,0,10,62.41,0,0.023,0,0
21.14,2,45.5,0,20,31.48,0,0.596,1,0
65.29,1,12.7,1,0,47.25,0,0.304,0,0
16.63,6,1345.2,0,19,41.19,1,0.0,1,0
169.92,6,2593.4,0,9,2.36,0,0.0,0,0
2.91,3,1264.4,0,18,44.57,0,0.084,0,0
67.23,3,2187.2,0,3,3.3,1,0.31,0,0
93.46,2,427.6,0,1,31.5,0,0.161,1,0
133.16,6,229.8,0,15,2.09,0,0.456,0,0
219.16,5,2919.0,1,15,37.13,0,0.37,0,0
34.26,5,245.4,0,5,17.33,0,0.418,0,0
76.35,3,257.9,1,18,61.46,0,0.141,1,0
91.13,3,302.0,0,2,8.85,0,0.082,0,0
70.75,3,739.6,1,4,33.29,0,0.34,1,0
70.92,1,74.9,0,3,108.62,0,0.224,0,0
109.31,5,368.3,0,16,22.02,0,0.46,1,0
174.7,3,193.8,0,2,11.88,0,0.352,1,0
36.25,6,5.8,0,1,2.81,0,0.362,0,0
107.77,2,86.1,0,23,19.74,0,0.259,0,0
7.2,4,337.4,1,4,23.68,0,0.29,1,0
218.29,4,179.6,0,15,34.2,0,0.682,0,0
77.39,2,432.4,0,17,40.25,0,0.386,0,0
80.68,5,1166.4,0,21,10.19,0,0.358,1,0
12.21,5,295.5,1,15,23.63,0,0.568,1,0
150.44,2,127.1,0,4,44.13,0,0.232,1,0
182.47,5,32.1,0,0,5.02,0,0.259,0,0
2.29,4,10.6,0,7,20.91,0,0.0,0,0
154.25,4,69.9,0,13,0.15,0,0.02,0,0
49.81,5,40.1,0,10,21.6,0,0.394,0,0
88.27,6,58.5,0,13,1.94,1,0.556,0,0
90.96,1,94.1,1,16,31.68,0,0.318,0,0
18.63,3,619.1,0,13,38.44,0,0.524,1,0
125.7,3,50.0,0,15,6.92,0,0.0,0,0
162.86,1,95.1,0,19,54.61,0,0.4,0,0
59.83,0,123.8,0,4,85.3,0,0.441,0,1
59.75,1,282.7,1,22,6.19,0,0.425,1,0
1.79,5,1098.7,0,19,7.66,0,0.292,0,0
139.97,1,134.3,0,21,32.61,2,0.268,0,0
56.42,2,453.9,0,10,33.65,0,0.0,1,0
46.18,2,1932.1,0,7,42.07,0,0.221,1,0
167.1,1,1877.8,0,11,29.2,0,0.462,1,0
3.43,2,464.4,0,15,67.06,0,0.646,1,1
93.84,8,660.6,0,16,5.75,1,0.194,0,0
147.28,2,242.7,0,14,2.8,0,0.188,1,0
191.19,2,370.9,0,11,74.11,0,0.032,0,0
7.68,5,350.1,0,17,52.49,0,0.311,0,0
66.56,3,164.2,0,6,38.05,0,0.386,1,0
14.41,4,207.1,0,1,23.42,0,0.102,0,0
92.09,6,2559.6,0,1,21.42,0,0.121,1,0
12.88,2,47.9,0,14,50.09,0,0.732,1,0
105.01,2,377.7,0,17,9.37,1,0.562,1,0
104.66,6,104.7,0,8,65.16,0,0.094,1,0
74.02,8,1008.4,0,2,18.28,0,0.298,0,0
134.74,3,244.8,0,4,33.56,2,0.452,0,0
21.97,4,187.2,1,4,41.6,0,0.488,0,0
97.45,3,243.0,0,17,23.73,0,0.293,0,0
98.04,1,514.1,0,6,45.64,0,0.276,1,0
89.03,4,1622.7,0,2,14.51,1,0.581,0,0
157.44,2,67.5,0,19,4.28,1,0.668,1,1
16.5,1,173.3,0,4,26.9,0,0.575,0,0
39.65,2,219.3,0,16,53.86,0,0.405,0,0
116.26,5,178.8,0,1,15.31,0,0.105,1,0
18.98,7,439.0,0,21,82.23,0,0.359,1,0
42.93,3,1697.9,0,19,55.83,0,0.314,0,0
94.7,3,141.6,0,4,77.25,0,0.287,0,0
78.34,2,147.6,0,10,2.19,0,0.09,0,0
165.97,6,663.3,0,7,58.25,0,0.367,1,0
31.32,4,346.1,0,11,6.07,0,0.0,0,0
66.86,1,679.0,0,10,7.26,1,0.064,1,0
68.28,5,361.2,0,1,26.21,0,0.115,1,0
180.38,3,2299.7,0,22,27.3,0,0.241,1,0
